Date,Production,Source,Plant Name,Plant ID,Current Status,Year,Month,Month_Name,Year_Month,Day
2025-03-07,44.8,Visser,Doug Visser,2318D5,Offline,2025,3,March,2025-03,7
2025-04-07,39.9,Visser,Doug Visser,2318D5,Offline,2025,4,April,2025-04,7
2025-05-07,53.1,Visser,Doug Visser,2318D5,Offline,2025,5,May,2025-05,7
2025-06-07,37.6,Visser,Doug Visser,2318D5,Offline,2025,6,June,2025-06,7
2025-07-07,75.9,Visser,Doug Visser,2318D5,Offline,2025,7,July,2025-07,7
2025-10-07,30.2,Visser,Doug Visser,2318D5,Offline,2025,10,October,2025-10,7
2025-11-07,0.3,Visser,Doug Visser,2318D5,Offline,2025,11,November,2025-11,7
2025-12-07,0.3,Visser,Doug Visser,2318D5,Offline,2025,12,December,2025-12,7
2026-02-07,21.1,Visser,Doug Visser,23'18D5,Offline,2026,2,February,2026-02,7
2025-01-08,6.3,Visser,Doug Visser,2318D5,Offline,2025,1,January,2025-01,8
2025-02-08,0.2,Visser,Doug Visser,2318D5,Offline,2025,2,February,2025-02,8
2025-03-08,40.4,Visser,Doug Visser,2318D5,Offline,2025,3,March,2025-03,8
2025-04-08,38.0,Visser,Doug Visser,2318D5,Offline,2025,4,April,2025-04,8
2025-05-08,5.9,Visser,Doug Visser,2318D5,Offline,2025,5,May,2025-05,8
2025-06-08,87.1,Visser,Doug Visser,2318D5,Offline,2025,6,June,2025-06,8
2025-07-08,85.7,Visser,Doug Visser,2318D5,Offline,2025,7,July,2025-07,8
2025-10-08,39.6,Visser,Doug Visser,2318D5,Offline,2025,10,October,2025-10,8
2025-11-08,3.3,Visser,Doug Visser,2318D5,Offline,2025,11,November,2025-11,8
2025-12-08,0.4,Visser,Doug Visser,2318D5,Offline,2025,12,December,2025-12,8
2026-02-08,30.2,Visser,Doug Visser,23'18D5,Offline,2026,2,February,2026-02,8
2025-01-09,18.5,Visser,Doug Visser,2318D5,Offline,2025,1,January,2025-01,9
2025-02-09,0.2,Visser,Doug Visser,2318D5,Offline,2025,2,February,2025-02,9
2025-03-09,13.0,Visser,Doug Visser,2318D5,Offline,2025,3,March,2025-03,9
2025-04-09,55.5,Visser,Doug Visser,2318D5,Offline,2025,4,April,2025-04,9
2025-05-09,67.5,Visser,Doug Visser,2318D5,Offline,2025,5,May,2025-05,9
2025-06-09,95.0,Visser,Doug Visser,2318D5,Offline,2025,6,June,2025-06,9
2025-07-09,74.0,Visser,Doug Visser,2318D5,Offline,2025,7,July,2025-07,9
2025-10-09,53.7,Visser,Doug Visser,2318D5,Offline,2025,10,October,2025-10,9
2025-11-09,13.7,Visser,Doug Visser,2318D5,Offline,2025,11,November,2025-11,9
2025-12-09,0.2,Visser,Doug Visser,2318D5,Offline,2025,12,December,2025-12,9
2026-02-09,39.1,Visser,Doug Visser,23'18D5,Offline,2026,2,February,2026-02,9
2025-01-10,4.0,Visser,Doug Visser,2318D5,Offline,2025,1,January,2025-01,10
2025-02-10,0.3,Visser,Doug Visser,2318D5,Offline,2025,2,February,2025-02,10
2025-03-10,24.7,Visser,Doug Visser,2318D5,Offline,2025,3,March,2025-03,10
2025-04-10,52.4,Visser,Doug Visser,2318D5,Offline,2025,4,April,2025-04,10
2025-05-10,70.1,Visser,Doug Visser,2318D5,Offline,2025,5,May,2025-05,10
2025-06-10,83.5,Visser,Doug Visser,2318D5,Offline,2025,6,June,2025-06,10
2025-07-10,54.3,Visser,Doug Visser,2318D5,Offline,2025,7,July,2025-07,10
2025-10-10,49.5,Visser,Doug Visser,2318D5,Offline,2025,10,October,2025-10,10
2025-11-10,25.2,Visser,Doug Visser,2318D5,Offline,2025,11,November,2025-11,10
2025-12-10,0.3,Visser,Doug Visser,2318D5,Offline,2025,12,December,2025-12,10
2026-02-10,41.1,Visser,Doug Visser,23'18D5,Offline,2026,2,February,2026-02,10
2025-01-11,0.8,Visser,Doug Visser,2318D5,Offline,2025,1,January,2025-01,11
2025-02-11,0.2,Visser,Doug Visser,2318D5,Offline,2025,2,February,2025-02,11
2025-03-11,43.9,Visser,Doug Visser,2318D5,Offline,2025,3,March,2025-03,11
2025-04-11,51.0,Visser,Doug Visser,2318D5,Offline,2025,4,April,2025-04,11
2025-05-11,83.1,Visser,Doug Visser,2318D5,Offline,2025,5,May,2025-05,11
2025-06-11,62.0,Visser,Doug Visser,2318D5,Offline,2025,6,June,2025-06,11
2025-07-11,10.1,Visser,Doug Visser,2318D5,Offline,2025,7,July,2025-07,11
2025-10-11,9.9,Visser,Doug Visser,2318D5,Offline,2025,10,October,2025-10,11
2025-11-11,31.5,Visser,Doug Visser,2318D5,Offline,2025,11,November,2025-11,11
2025-12-11,0.1,Visser,Doug Visser,2318D5,Offline,2025,12,December,2025-12,11
2026-02-11,32.6,Visser,Doug Visser,23'18D5,Offline,2026,2,February,2026-02,11
2025-01-12,1.0,Visser,Doug Visser,2318D5,Offline,2025,1,January,2025-01,12
2025-02-12,0.2,Visser,Doug Visser,2318D5,Offline,2025,2,February,2025-02,12
2025-03-12,15.0,Visser,Doug Visser,2318D5,Offline,2025,3,March,2025-03,12
2025-04-12,0.0,Visser,Doug Visser,2318D5,Offline,2025,4,April,2025-04,12
2025-05-12,21.9,Visser,Doug Visser,2318D5,Offline,2025,5,May,2025-05,12
2025-06-12,14.6,Visser,Doug Visser,2318D5,Offline,2025,6,June,2025-06,12
2025-10-12,12.4,Visser,Doug Visser,2318D5,Offline,2025,10,October,2025-10,12
2025-11-12,30.0,Visser,Doug Visser,2318D5,Offline,2025,11,November,2025-11,12
2025-12-12,0.1,Visser,Doug Visser,2318D5,Offline,2025,12,December,2025-12,12
2026-01-12,0.2,Visser,Doug Visser,2318D5,Offline,2026,1,January,2026-01,12
2026-02-12,29.9,Visser,Doug Visser,23'18D5,Offline,2026,2,February,2026-02,12
2025-01-13,0.5,Visser,Doug Visser,2318D5,Offline,2025,1,January,2025-01,13
2025-02-13,0.2,Visser,Doug Visser,2318D5,Offline,2025,2,February,2025-02,13
2025-03-13,6.7,Visser,Doug Visser,2318D5,Offline,2025,3,March,2025-03,13
2025-04-13,51.0,Visser,Doug Visser,2318D5,Offline,2025,4,April,2025-04,13
2025-05-13,0.0,Visser,Doug Visser,2318D5,Offline,2025,5,May,2025-05,13
2025-06-13,23.6,Visser,Doug Visser,2318D5,Offline,2025,6,June,2025-06,13
2025-10-13,40.5,Visser,Doug Visser,2318D5,Offline,2025,10,October,2025-10,13
2025-11-13,13.5,Visser,Doug Visser,2318D5,Offline,2025,11,November,2025-11,13
2025-12-13,0.0,Visser,Doug Visser,2318D5,Offline,2025,12,December,2025-12,13
2026-01-13,0.5,Visser,Doug Visser,2318D5,Offline,2026,1,January,2026-01,13
2025-01-14,1.4,Visser,Doug Visser,2318D5,Offline,2025,1,January,2025-01,14
2025-02-14,0.2,Visser,Doug Visser,2318D5,Offline,2025,2,February,2025-02,14
2025-03-14,3.4,Visser,Doug Visser,2318D5,Offline,2025,3,March,2025-03,14
2025-04-14,0.0,Visser,Doug Visser,2318D5,Offline,2025,4,April,2025-04,14
2025-05-14,58.4,Visser,Doug Visser,2318D5,Offline,2025,5,May,2025-05,14
2025-06-14,32.7,Visser,Doug Visser,2318D5,Offline,2025,6,June,2025-06,14
2025-10-14,52.2,Visser,Doug Visser,2318D5,Offline,2025,10,October,2025-10,14
2025-11-14,32.2,Visser,Doug Visser,2318D5,Offline,2025,11,November,2025-11,14
2025-12-14,0.2,Visser,Doug Visser,2318D5,Offline,2025,12,December,2025-12,14
2026-01-14,5.6,Visser,Doug Visser,2318D5,Offline,2026,1,January,2026-01,14
2025-01-15,10.4,Visser,Doug Visser,2318D5,Offline,2025,1,January,2025-01,15
2025-02-15,0.2,Visser,Doug Visser,2318D5,Offline,2025,2,February,2025-02,15
2025-03-15,2.8,Visser,Doug Visser,2318D5,Offline,2025,3,March,2025-03,15
2025-04-15,0.0,Visser,Doug Visser,2318D5,Offline,2025,4,April,2025-04,15
2025-05-15,10.0,Visser,Doug Visser,2318D5,Offline,2025,5,May,2025-05,15
2025-06-15,80.3,Visser,Doug Visser,2318D5,Offline,2025,6,June,2025-06,15
2025-10-15,48.5,Visser,Doug Visser,2318D5,Offline,2025,10,October,2025-10,15
2025-11-15,28.0,Visser,Doug Visser,2318D5,Offline,2025,11,November,2025-11,15
2025-12-15,0.1,Visser,Doug Visser,2318D5,Offline,2025,12,December,2025-12,15
2026-01-15,13.7,Visser,Doug Visser,2318D5,Offline,2026,1,January,2026-01,15
2025-01-16,13.0,Visser,Doug Visser,2318D5,Offline,2025,1,January,2025-01,16
2025-02-16,0.3,Visser,Doug Visser,2318D5,Offline,2025,2,February,2025-02,16
2025-03-16,7.5,Visser,Doug Visser,2318D5,Offline,2025,3,March,2025-03,16
2025-04-16,43.9,Visser,Doug Visser,2318D5,Offline,2025,4,April,2025-04,16
2025-05-16,7.5,Visser,Doug Visser,2318D5,Offline,2025,5,May,2025-05,16
2025-06-16,92.6,Visser,Doug Visser,2318D5,Offline,2025,6,June,2025-06,16
2025-07-16,3.2,Visser,Doug Visser,2318D5,Offline,2025,7,July,2025-07,16
2025-10-16,48.3,Visser,Doug Visser,2318D5,Offline,2025,10,October,2025-10,16
2025-11-16,21.0,Visser,Doug Visser,2318D5,Offline,2025,11,November,2025-11,16
2025-12-16,0.2,Visser,Doug Visser,2318D5,Offline,2025,12,December,2025-12,16
2026-01-16,18.7,Visser,Doug Visser,2318D5,Offline,2026,1,January,2026-01,16
2025-01-17,13.3,Visser,Doug Visser,2318D5,Offline,2025,1,January,2025-01,17
2025-02-17,0.4,Visser,Doug Visser,2318D5,Offline,2025,2,February,2025-02,17
2025-03-17,15.8,Visser,Doug Visser,2318D5,Offline,2025,3,March,2025-03,17
2025-04-17,78.8,Visser,Doug Visser,2318D5,Offline,2025,4,April,2025-04,17
2025-05-17,77.0,Visser,Doug Visser,2318D5,Offline,2025,5,May,2025-05,17
2025-06-17,82.7,Visser,Doug Visser,2318D5,Offline,2025,6,June,2025-06,17
2025-10-17,45.1,Visser,Doug Visser,2318D5,Offline,2025,10,October,2025-10,17
2025-11-17,10.1,Visser,Doug Visser,2318D5,Offline,2025,11,November,2025-11,17
2025-12-17,0.1,Visser,Doug Visser,2318D5,Offline,2025,12,December,2025-12,17
2026-01-17,20.4,Visser,Doug Visser,2318D5,Offline,2026,1,January,2026-01,17
2025-01-18,5.4,Visser,Doug Visser,2318D5,Offline,2025,1,January,2025-01,18
2025-02-18,0.4,Visser,Doug Visser,2318D5,Offline,2025,2,February,2025-02,18
2025-03-18,53.4,Visser,Doug Visser,2318D5,Offline,2025,3,March,2025-03,18
2025-04-18,0.0,Visser,Doug Visser,2318D5,Offline,2025,4,April,2025-04,18
2025-05-18,42.0,Visser,Doug Visser,2318D5,Offline,2025,5,May,2025-05,18
2025-06-18,79.4,Visser,Doug Visser,2318D5,Offline,2025,6,June,2025-06,18
2025-10-18,49.0,Visser,Doug Visser,2318D5,Offline,2025,10,October,2025-10,18
2025-11-18,3.7,Visser,Doug Visser,2318D5,Offline,2025,11,November,2025-11,18
2025-12-18,0.1,Visser,Doug Visser,2318D5,Offline,2025,12,December,2025-12,18
2026-01-18,11.3,Visser,Doug Visser,2318D5,Offline,2026,1,January,2026-01,18
2025-01-19,6.4,Visser,Doug Visser,2318D5,Offline,2025,1,January,2025-01,19
2025-02-19,0.5,Visser,Doug Visser,2318D5,Offline,2025,2,February,2025-02,19
2025-03-19,50.0,Visser,Doug Visser,2318D5,Offline,2025,3,March,2025-03,19
2025-04-19,0.0,Visser,Doug Visser,2318D5,Offline,2025,4,April,2025-04,19
2025-05-19,21.3,Visser,Doug Visser,2318D5,Offline,2025,5,May,2025-05,19
2025-06-19,34.5,Visser,Doug Visser,2318D5,Offline,2025,6,June,2025-06,19
2025-10-19,15.9,Visser,Doug Visser,2318D5,Offline,2025,10,October,2025-10,19
2025-11-19,21.1,Visser,Doug Visser,2318D5,Offline,2025,11,November,2025-11,19
2025-12-19,0.2,Visser,Doug Visser,2318D5,Offline,2025,12,December,2025-12,19
2026-01-19,8.3,Visser,Doug Visser,2318D5,Offline,2026,1,January,2026-01,19
2025-01-20,4.8,Visser,Doug Visser,2318D5,Offline,2025,1,January,2025-01,20
2025-02-20,0.3,Visser,Doug Visser,2318D5,Offline,2025,2,February,2025-02,20
2025-03-20,37.2,Visser,Doug Visser,2318D5,Offline,2025,3,March,2025-03,20
2025-04-20,0.0,Visser,Doug Visser,2318D5,Offline,2025,4,April,2025-04,20
2025-05-20,17.4,Visser,Doug Visser,2318D5,Offline,2025,5,May,2025-05,20
2025-10-20,10.7,Visser,Doug Visser,2318D5,Offline,2025,10,October,2025-10,20
2025-11-20,25.1,Visser,Doug Visser,2318D5,Offline,2025,11,November,2025-11,20
2025-12-20,0.1,Visser,Doug Visser,2318D5,Offline,2025,12,December,2025-12,20
2026-01-20,12.2,Visser,Doug Visser,2318D5,Offline,2026,1,January,2026-01,20
2025-01-21,16.5,Visser,Doug Visser,2318D5,Offline,2025,1,January,2025-01,21
2025-02-21,2.8,Visser,Doug Visser,2318D5,Offline,2025,2,February,2025-02,21
2025-03-21,48.3,Visser,Doug Visser,2318D5,Offline,2025,3,March,2025-03,21
2025-04-21,0.0,Visser,Doug Visser,2318D5,Offline,2025,4,April,2025-04,21
2025-05-21,30.7,Visser,Doug Visser,2318D5,Offline,2025,5,May,2025-05,21
2025-10-21,33.9,Visser,Doug Visser,2318D5,Offline,2025,10,October,2025-10,21
2025-11-21,10.5,Visser,Doug Visser,2318D5,Offline,2025,11,November,2025-11,21
2025-12-21,0.1,Visser,Doug Visser,2318D5,Offline,2025,12,December,2025-12,21
2026-01-21,8.3,Visser,Doug Visser,2318D5,Offline,2026,1,January,2026-01,21
2025-01-22,8.3,Visser,Doug Visser,2318D5,Offline,2025,1,January,2025-01,22
2025-02-22,23.5,Visser,Doug Visser,2318D5,Offline,2025,2,February,2025-02,22
2025-03-22,52.0,Visser,Doug Visser,2318D5,Offline,2025,3,March,2025-03,22
2025-04-22,0.0,Visser,Doug Visser,2318D5,Offline,2025,4,April,2025-04,22
2025-05-22,52.9,Visser,Doug Visser,2318D5,Offline,2025,5,May,2025-05,22
2025-10-22,3.3,Visser,Doug Visser,2318D5,Offline,2025,10,October,2025-10,22
2025-11-22,23.2,Visser,Doug Visser,2318D5,Offline,2025,11,November,2025-11,22
2025-12-22,0.1,Visser,Doug Visser,2318D5,Offline,2025,12,December,2025-12,22
2026-01-22,28.2,Visser,Doug Visser,2318D5,Offline,2026,1,January,2026-01,22
2025-01-23,15.8,Visser,Doug Visser,2318D5,Offline,2025,1,January,2025-01,23
2025-02-23,36.2,Visser,Doug Visser,2318D5,Offline,2025,2,February,2025-02,23
2025-03-23,53.9,Visser,Doug Visser,2318D5,Offline,2025,3,March,2025-03,23
2025-04-23,0.0,Visser,Doug Visser,2318D5,Offline,2025,4,April,2025-04,23
2025-05-23,21.6,Visser,Doug Visser,2318D5,Offline,2025,5,May,2025-05,23
2025-10-23,41.6,Visser,Doug Visser,2318D5,Offline,2025,10,October,2025-10,23
2025-11-23,16.9,Visser,Doug Visser,2318D5,Offline,2025,11,November,2025-11,23
2025-12-23,0.2,Visser,Doug Visser,2318D5,Offline,2025,12,December,2025-12,23
2026-01-23,0.0,Visser,Doug Visser,2318D5,Offline,2026,1,January,2026-01,23
2025-01-24,15.4,Visser,Doug Visser,2318D5,Offline,2025,1,January,2025-01,24
2025-02-24,43.3,Visser,Doug Visser,2318D5,Offline,2025,2,February,2025-02,24
2025-03-24,45.4,Visser,Doug Visser,2318D5,Offline,2025,3,March,2025-03,24
2025-04-24,0.0,Visser,Doug Visser,2318D5,Offline,2025,4,April,2025-04,24
2025-05-24,94.2,Visser,Doug Visser,2318D5,Offline,2025,5,May,2025-05,24
2025-10-24,13.5,Visser,Doug Visser,2318D5,Offline,2025,10,October,2025-10,24
2025-11-24,21.9,Visser,Doug Visser,2318D5,Offline,2025,11,November,2025-11,24
2025-12-24,0.1,Visser,Doug Visser,2318D5,Offline,2025,12,December,2025-12,24
2026-01-24,3.0,Visser,Doug Visser,2318D5,Offline,2026,1,January,2026-01,24
2025-01-25,22.3,Visser,Doug Visser,2318D5,Offline,2025,1,January,2025-01,25
2025-02-25,44.3,Visser,Doug Visser,2318D5,Offline,2025,2,February,2025-02,25
2025-03-25,53.0,Visser,Doug Visser,2318D5,Offline,2025,3,March,2025-03,25
2025-04-25,0.0,Visser,Doug Visser,2318D5,Offline,2025,4,April,2025-04,25
2025-05-25,95.2,Visser,Doug Visser,2318D5,Offline,2025,5,May,2025-05,25
2025-10-25,31.2,Visser,Doug Visser,2318D5,Offline,2025,10,October,2025-10,25
2025-11-25,23.7,Visser,Doug Visser,2318D5,Offline,2025,11,November,2025-11,25
2026-01-25,4.8,Visser,Doug Visser,2318D5,Offline,2026,1,January,2026-01,25
2025-01-26,30.6,Visser,Doug Visser,2318D5,Offline,2025,1,January,2025-01,26
2025-02-26,25.0,Visser,Doug Visser,2318D5,Offline,2025,2,February,2025-02,26
2025-03-26,41.8,Visser,Doug Visser,2318D5,Offline,2025,3,March,2025-03,26
2025-04-26,81.0,Visser,Doug Visser,2318D5,Offline,2025,4,April,2025-04,26
2025-05-26,83.7,Visser,Doug Visser,2318D5,Offline,2025,5,May,2025-05,26
2025-06-26,89.8,Visser,Doug Visser,2318D5,Offline,2025,6,June,2025-06,26
2025-10-26,7.6,Visser,Doug Visser,2318D5,Offline,2025,10,October,2025-10,26
2025-11-26,2.5,Visser,Doug Visser,2318D5,Offline,2025,11,November,2025-11,26
2026-01-26,3.0,Visser,Doug Visser,2318D5,Offline,2026,1,January,2026-01,26
2025-01-27,21.1,Visser,Doug Visser,2318D5,Offline,2025,1,January,2025-01,27
2025-02-27,35.4,Visser,Doug Visser,2318D5,Offline,2025,2,February,2025-02,27
2025-03-27,0.5,Visser,Doug Visser,2318D5,Offline,2025,3,March,2025-03,27
2025-04-27,5.8,Visser,Doug Visser,2318D5,Offline,2025,4,April,2025-04,27
2025-05-27,75.2,Visser,Doug Visser,2318D5,Offline,2025,5,May,2025-05,27
2025-06-27,78.6,Visser,Doug Visser,2318D5,Offline,2025,6,June,2025-06,27
2025-10-27,6.9,Visser,Doug Visser,2318D5,Offline,2025,10,October,2025-10,27
2025-11-27,2.2,Visser,Doug Visser,2318D5,Offline,2025,11,November,2025-11,27
2026-01-27,11.5,Visser,Doug Visser,2318D5,Offline,2026,1,January,2026-01,27
2025-01-28,14.6,Visser,Doug Visser,2318D5,Offline,2025,1,January,2025-01,28
2025-02-28,46.5,Visser,Doug Visser,2318D5,Offline,2025,2,February,2025-02,28
2025-03-28,0.2,Visser,Doug Visser,2318D5,Offline,2025,3,March,2025-03,28
2025-04-28,0.0,Visser,Doug Visser,2318D5,Offline,2025,4,April,2025-04,28
2025-05-28,0.0,Visser,Doug Visser,2318D5,Offline,2025,5,May,2025-05,28
2025-06-28,56.3,Visser,Doug Visser,2318D5,Offline,2025,6,June,2025-06,28
2025-10-28,42.7,Visser,Doug Visser,2318D5,Offline,2025,10,October,2025-10,28
2025-11-28,0.3,Visser,Doug Visser,2318D5,Offline,2025,11,November,2025-11,28
2026-01-28,7.7,Visser,Doug Visser,2318D5,Offline,2026,1,January,2026-01,28
2025-01-29,0.5,Visser,Doug Visser,2318D5,Offline,2025,1,January,2025-01,29
2025-03-29,0.6,Visser,Doug Visser,2318D5,Offline,2025,3,March,2025-03,29
2025-04-29,35.1,Visser,Doug Visser,2318D5,Offline,2025,4,April,2025-04,29
2025-05-29,0.0,Visser,Doug Visser,2318D5,Offline,2025,5,May,2025-05,29
2025-06-29,93.6,Visser,Doug Visser,2318D5,Offline,2025,6,June,2025-06,29
2025-10-29,23.7,Visser,Doug Visser,2318D5,Offline,2025,10,October,2025-10,29
2025-11-29,0.7,Visser,Doug Visser,2318D5,Offline,2025,11,November,2025-11,29
2026-01-29,18.1,Visser,Doug Visser,2318D5,Offline,2026,1,January,2026-01,29
2025-01-30,0.4,Visser,Doug Visser,2318D5,Offline,2025,1,January,2025-01,30
2025-03-30,1.0,Visser,Doug Visser,2318D5,Offline,2025,3,March,2025-03,30
2025-04-30,27.5,Visser,Doug Visser,2318D5,Offline,2025,4,April,2025-04,30
2025-05-30,93.4,Visser,Doug Visser,2318D5,Offline,2025,5,May,2025-05,30
2025-06-30,92.1,Visser,Doug Visser,2318D5,Offline,2025,6,June,2025-06,30
2025-10-30,21.0,Visser,Doug Visser,2318D5,Offline,2025,10,October,2025-10,30
2025-11-30,0.1,Visser,Doug Visser,2318D5,Offline,2025,11,November,2025-11,30
2026-01-30,11.2,Visser,Doug Visser,2318D5,Offline,2026,1,January,2026-01,30
2025-01-31,0.4,Visser,Doug Visser,2318D5,Offline,2025,1,January,2025-01,31
2025-03-31,17.5,Visser,Doug Visser,2318D5,Offline,2025,3,March,2025-03,31
2025-05-31,68.8,Visser,Doug Visser,2318D5,Offline,2025,5,May,2025-05,31
2025-10-31,17.0,Visser,Doug Visser,2318D5,Offline,2025,10,October,2025-10,31
2026-01-31,25.4,Visser,Doug Visser,2318D5,Offline,2026,1,January,2026-01,31
